filename,file_size,file_attributes,region_count,region_id,region_shape_attributes,region_attributes
frame04.png,1331875,{},6,1,"{""name"":""rect"",""x"":652,""y"":186,""width"":84,""height"":80}","{""model"":""0""}"
frame04.png,1331875,{},6,2,"{""name"":""rect"",""x"":674,""y"":293,""width"":85,""height"":78}","{""model"":""0""}"
frame04.png,1331875,{},6,3,"{""name"":""rect"",""x"":465,""y"":334,""width"":82,""height"":80}","{""model"":""0""}"
frame04.png,1331875,{},6,4,"{""name"":""rect"",""x"":488,""y"":440,""width"":83,""height"":85}","{""model"":""0""}"
frame04.png,1331875,{},6,5,"{""name"":""rect"",""x"":598,""y"":424,""width"":74,""height"":70}","{""model"":""0""}"
frame05.png,1324351,{},7,0,"{""name"":""rect"",""x"":394,""y"":210,""width"":87,""height"":77}","{""model"":""1""}"
frame05.png,1324351,{},7,1,"{""name"":""rect"",""x"":620,""y"":177,""width"":80,""height"":74}","{""model"":""1""}"
frame05.png,1324351,{},7,2,"{""name"":""rect"",""x"":415,""y"":318,""width"":84,""height"":84}","{""model"":""1""}"
frame05.png,1324351,{},7,3,"{""name"":""rect"",""x"":520,""y"":297,""width"":88,""height"":82}","{""model"":""1""}"
frame05.png,1324351,{},7,4,"{""name"":""rect"",""x"":630,""y"":278,""width"":86,""height"":85}","{""model"":""1""}"
frame05.png,1324351,{},7,5,"{""name"":""rect"",""x"":536,""y"":404,""width"":89,""height"":88}","{""model"":""1""}"
frame05.png,1324351,{},7,6,"{""name"":""rect"",""x"":645,""y"":392,""width"":86,""height"":78}","{""model"":""1""}"
frame06.png,1287655,{},6,0,"{""name"":""rect"",""x"":501,""y"":158,""width"":126,""height"":121}","{""model"":""0""}"
frame06.png,1287655,{},6,1,"{""name"":""rect"",""x"":665,""y"":134,""width"":117,""height"":116}","{""model"":""0""}"
frame06.png,1287655,{},6,2,"{""name"":""rect"",""x"":383,""y"":352,""width"":118,""height"":114}","{""model"":""0""}"
frame06.png,1287655,{},6,3,"{""name"":""rect"",""x"":694,""y"":294,""width"":116,""height"":108}","{""model"":""0""}"
frame06.png,1287655,{},6,4,"{""name"":""rect"",""x"":424,""y"":511,""width"":114,""height"":102}","{""model"":""0""}"
frame06.png,1287655,{},6,5,"{""name"":""rect"",""x"":574,""y"":478,""width"":112,""height"":102}","{""model"":""0""}"
frame07.png,1281477,{},7,0,"{""name"":""rect"",""x"":511,""y"":233,""width"":87,""height"":90}","{""model"":""1""}"
frame07.png,1281477,{},7,1,"{""name"":""rect"",""x"":755,""y"":217,""width"":92,""height"":91}","{""model"":""1""}"
frame07.png,1281477,{},7,2,"{""name"":""rect"",""x"":508,""y"":351,""width"":92,""height"":90}","{""model"":""1""}"
frame07.png,1281477,{},7,3,"{""name"":""rect"",""x"":624,""y"":345,""width"":99,""height"":101}","{""model"":""1""}"
frame07.png,1281477,{},7,4,"{""name"":""rect"",""x"":753,""y"":343,""width"":94,""height"":92}","{""model"":""1""}"
frame07.png,1281477,{},7,5,"{""name"":""rect"",""x"":632,""y"":466,""width"":97,""height"":100}","{""model"":""1""}"
frame07.png,1281477,{},7,6,"{""name"":""rect"",""x"":756,""y"":467,""width"":102,""height"":95}","{""model"":""1""}"
frame08.png,1317261,{},6,0,"{""name"":""rect"",""x"":976,""y"":228,""width"":105,""height"":107}","{""model"":""0""}"
frame08.png,1317261,{},6,1,"{""name"":""rect"",""x"":1116,""y"":229,""width"":104,""height"":98}","{""model"":""0""}"
frame08.png,1317261,{},6,2,"{""name"":""rect"",""x"":837,""y"":377,""width"":103,""height"":105}","{""model"":""0""}"
frame08.png,1317261,{},6,3,"{""name"":""rect"",""x"":1122,""y"":369,""width"":96,""height"":105}","{""model"":""0""}"
frame08.png,1317261,{},6,4,"{""name"":""rect"",""x"":844,""y"":524,""width"":100,""height"":101}","{""model"":""0""}"
frame08.png,1317261,{},6,5,"{""name"":""rect"",""x"":988,""y"":522,""width"":97,""height"":91}","{""model"":""0""}"
frame09.png,1338659,{},7,0,"{""name"":""rect"",""x"":694,""y"":283,""width"":89,""height"":83}","{""model"":""1""}"
frame09.png,1338659,{},7,1,"{""name"":""rect"",""x"":641,""y"":377,""width"":90,""height"":84}","{""model"":""1""}"
frame09.png,1338659,{},7,2,"{""name"":""rect"",""x"":741,""y"":422,""width"":84,""height"":88}","{""model"":""1""}"
frame09.png,1338659,{},7,3,"{""name"":""rect"",""x"":898,""y"":374,""width"":77,""height"":83}","{""model"":""1""}"
frame09.png,1338659,{},7,4,"{""name"":""rect"",""x"":839,""y"":473,""width"":90,""height"":83}","{""model"":""1""}"
frame09.png,1338659,{},7,5,"{""name"":""rect"",""x"":689,""y"":522,""width"":87,""height"":84}","{""model"":""1""}"
frame09.png,1338659,{},7,6,"{""name"":""rect"",""x"":795,""y"":572,""width"":84,""height"":84}","{""model"":""1""}"
frame10.png,1306958,{},6,0,"{""name"":""rect"",""x"":736,""y"":68,""width"":105,""height"":107}","{""model"":""0""}"
frame10.png,1306958,{},6,1,"{""name"":""rect"",""x"":880,""y"":90,""width"":103,""height"":106}","{""model"":""0""}"
frame10.png,1306958,{},6,2,"{""name"":""rect"",""x"":564,""y"":186,""width"":106,""height"":104}","{""model"":""0""}"
frame10.png,1306958,{},6,3,"{""name"":""rect"",""x"":845,""y"":239,""width"":109,""height"":103}","{""model"":""0""}"
frame10.png,1306958,{},6,4,"{""name"":""rect"",""x"":544,""y"":330,""width"":106,""height"":103}","{""model"":""0""}"
frame10.png,1306958,{},6,5,"{""name"":""rect"",""x"":684,""y"":349,""width"":105,""height"":110}","{""model"":""0""}"
frame11.png,1392547,{},7,0,"{""name"":""rect"",""x"":719,""y"":272,""width"":115,""height"":111}","{""model"":""1""}"
frame11.png,1392547,{},7,1,"{""name"":""rect"",""x"":1037,""y"":277,""width"":123,""height"":125}","{""model"":""1""}"
frame11.png,1392547,{},7,2,"{""name"":""rect"",""x"":701,""y"":425,""width"":126,""height"":111}","{""model"":""1""}"
frame11.png,1392547,{},7,3,"{""name"":""rect"",""x"":864,""y"":424,""width"":119,""height"":129}","{""model"":""1""}"
frame11.png,1392547,{},7,4,"{""name"":""rect"",""x"":1024,""y"":433,""width"":116,""height"":125}","{""model"":""1""}"
frame11.png,1392547,{},7,5,"{""name"":""rect"",""x"":854,""y"":586,""width"":125,""height"":120}","{""model"":""1""}"
frame11.png,1392547,{},7,6,"{""name"":""rect"",""x"":1016,""y"":594,""width"":122,""height"":123}","{""model"":""1""}"
frame12.png,1306552,{},6,0,"{""name"":""rect"",""x"":512,""y"":72,""width"":112,""height"":105}","{""model"":""0""}"
frame12.png,1306552,{},6,1,"{""name"":""rect"",""x"":717,""y"":62,""width"":111,""height"":106}","{""model"":""0""}"
frame12.png,1306552,{},6,2,"{""name"":""rect"",""x"":420,""y"":188,""width"":107,""height"":100}","{""model"":""0""}"
frame12.png,1306552,{},6,3,"{""name"":""rect"",""x"":828,""y"":168,""width"":100,""height"":98}","{""model"":""0""}"
frame12.png,1306552,{},6,4,"{""name"":""rect"",""x"":526,""y"":284,""width"":105,""height"":98}","{""model"":""0""}"
frame12.png,1306552,{},6,5,"{""name"":""rect"",""x"":724,""y"":275,""width"":104,""height"":97}","{""model"":""0""}"
frame13.png,1376013,{},7,0,"{""name"":""rect"",""x"":348,""y"":149,""width"":167,""height"":169}","{""model"":""1""}"
frame13.png,1376013,{},7,1,"{""name"":""rect"",""x"":786,""y"":119,""width"":170,""height"":159}","{""model"":""1""}"
frame13.png,1376013,{},7,2,"{""name"":""rect"",""x"":365,""y"":335,""width"":159,""height"":156}","{""model"":""1""}"
frame13.png,1376013,{},7,3,"{""name"":""rect"",""x"":579,""y"":340,""width"":162,""height"":158}","{""model"":""1""}"
frame13.png,1376013,{},7,4,"{""name"":""rect"",""x"":789,""y"":318,""width"":166,""height"":157}","{""model"":""1""}"
frame13.png,1376013,{},7,5,"{""name"":""rect"",""x"":588,""y"":546,""width"":166,""height"":154}","{""model"":""1""}"
frame13.png,1376013,{},7,6,"{""name"":""rect"",""x"":808,""y"":535,""width"":159,""height"":150}","{""model"":""1""}"
frame14.png,1321470,{},6,0,"{""name"":""rect"",""x"":865,""y"":92,""width"":102,""height"":101}","{""model"":""0""}"
frame14.png,1321470,{},6,1,"{""name"":""rect"",""x"":731,""y"":158,""width"":106,""height"":107}","{""model"":""0""}"
frame14.png,1321470,{},6,2,"{""name"":""rect"",""x"":1057,""y"":155,""width"":101,""height"":103}","{""model"":""0""}"
frame14.png,1321470,{},6,3,"{""name"":""rect"",""x"":799,""y"":291,""width"":103,""height"":103}","{""model"":""0""}"
frame14.png,1321470,{},6,4,"{""name"":""rect"",""x"":989,""y"":345,""width"":95,""height"":104}","{""model"":""0""}"
frame14.png,1321470,{},6,5,"{""name"":""rect"",""x"":1115,""y"":287,""width"":97,""height"":101}","{""model"":""0""}"
frame15.png,1364705,{},7,0,"{""name"":""rect"",""x"":515,""y"":268,""width"":69,""height"":73}","{""model"":""1""}"
frame15.png,1364705,{},7,1,"{""name"":""rect"",""x"":718,""y"":254,""width"":77,""height"":74}","{""model"":""1""}"
frame15.png,1364705,{},7,2,"{""name"":""rect"",""x"":512,""y"":369,""width"":77,""height"":77}","{""model"":""1""}"
frame15.png,1364705,{},7,3,"{""name"":""rect"",""x"":607,""y"":363,""width"":88,""height"":77}","{""model"":""1""}"
frame15.png,1364705,{},7,4,"{""name"":""rect"",""x"":716,""y"":357,""width"":78,""height"":73}","{""model"":""1""}"
frame15.png,1364705,{},7,5,"{""name"":""rect"",""x"":616,""y"":463,""width"":80,""height"":79}","{""model"":""1""}"
frame15.png,1364705,{},7,6,"{""name"":""rect"",""x"":721,""y"":460,""width"":81,""height"":80}","{""model"":""1""}"
frame16.png,1330875,{},6,0,"{""name"":""rect"",""x"":72,""y"":62,""width"":103,""height"":107}","{""model"":""0""}"
frame16.png,1330875,{},6,1,"{""name"":""rect"",""x"":228,""y"":69,""width"":101,""height"":112}","{""model"":""0""}"
frame16.png,1330875,{},6,2,"{""name"":""rect"",""x"":71,""y"":215,""width"":103,""height"":105}","{""model"":""0""}"
frame16.png,1330875,{},6,3,"{""name"":""rect"",""x"":372,""y"":227,""width"":106,""height"":107}","{""model"":""0""}"
frame16.png,1330875,{},6,4,"{""name"":""rect"",""x"":214,""y"":369,""width"":106,""height"":102}","{""model"":""0""}"
frame16.png,1330875,{},6,5,"{""name"":""rect"",""x"":364,""y"":371,""width"":98,""height"":108}","{""model"":""0""}"
frame17.png,1373338,{},7,0,"{""name"":""rect"",""x"":665,""y"":281,""width"":71,""height"":72}","{""model"":""1""}"
frame17.png,1373338,{},7,1,"{""name"":""rect"",""x"":860,""y"":284,""width"":78,""height"":75}","{""model"":""1""}"
frame17.png,1373338,{},7,2,"{""name"":""rect"",""x"":653,""y"":379,""width"":78,""height"":70}","{""model"":""1""}"
frame17.png,1373338,{},7,3,"{""name"":""rect"",""x"":753,""y"":378,""width"":78,""height"":77}","{""model"":""1""}"
frame17.png,1373338,{},7,4,"{""name"":""rect"",""x"":853,""y"":384,""width"":77,""height"":74}","{""model"":""1""}"
frame17.png,1373338,{},7,5,"{""name"":""rect"",""x"":748,""y"":481,""width"":80,""height"":73}","{""model"":""1""}"
frame17.png,1373338,{},7,6,"{""name"":""rect"",""x"":853,""y"":483,""width"":75,""height"":77}","{""model"":""1""}"
frame18.png,1327028,{},6,0,"{""name"":""rect"",""x"":147,""y"":87,""width"":101,""height"":111}","{""model"":""0""}"
frame18.png,1327028,{},6,1,"{""name"":""rect"",""x"":351,""y"":65,""width"":110,""height"":108}","{""model"":""0""}"
frame18.png,1327028,{},6,2,"{""name"":""rect"",""x"":52,""y"":215,""width"":105,""height"":99}","{""model"":""0""}"
frame18.png,1327028,{},6,3,"{""name"":""rect"",""x"":468,""y"":165,""width"":107,""height"":107}","{""model"":""0""}"
frame18.png,1327028,{},6,4,"{""name"":""rect"",""x"":167,""y"":300,""width"":109,""height"":106}","{""model"":""0""}"
frame18.png,1327028,{},6,5,"{""name"":""rect"",""x"":376,""y"":279,""width"":112,""height"":102}","{""model"":""0""}"
frame19.png,1285197,{},7,0,"{""name"":""rect"",""x"":875,""y"":188,""width"":73,""height"":70}","{""model"":""1""}"
frame19.png,1285197,{},7,1,"{""name"":""rect"",""x"":1073,""y"":216,""width"":76,""height"":76}","{""model"":""1""}"
frame19.png,1285197,{},7,2,"{""name"":""rect"",""x"":854,""y"":283,""width"":77,""height"":72}","{""model"":""1""}"
frame19.png,1285197,{},7,3,"{""name"":""rect"",""x"":954,""y"":297,""width"":79,""height"":74}","{""model"":""1""}"
frame19.png,1285197,{},7,4,"{""name"":""rect"",""x"":1058,""y"":314,""width"":75,""height"":77}","{""model"":""1""}"
frame19.png,1285197,{},7,5,"{""name"":""rect"",""x"":939,""y"":393,""width"":81,""height"":80}","{""model"":""1""}"
frame19.png,1285197,{},7,6,"{""name"":""rect"",""x"":1041,""y"":415,""width"":76,""height"":77}","{""model"":""1""}"
frame20.png,1322894,{},6,0,"{""name"":""rect"",""x"":1018,""y"":189,""width"":108,""height"":105}","{""model"":""0""}"
frame20.png,1322894,{},6,1,"{""name"":""rect"",""x"":1161,""y"":211,""width"":104,""height"":100}","{""model"":""0""}"
frame20.png,1322894,{},6,2,"{""name"":""rect"",""x"":863,""y"":307,""width"":96,""height"":101}","{""model"":""0""}"
frame20.png,1322894,{},6,3,"{""name"":""rect"",""x"":1136,""y"":353,""width"":103,""height"":103}","{""model"":""0""}"
frame20.png,1322894,{},6,4,"{""name"":""rect"",""x"":841,""y"":452,""width"":100,""height"":97}","{""model"":""0""}"
frame20.png,1322894,{},6,5,"{""name"":""rect"",""x"":982,""y"":472,""width"":96,""height"":98}","{""model"":""0""}"
frame21.png,1452743,{},7,0,"{""name"":""rect"",""x"":504,""y"":401,""width"":71,""height"":71}","{""model"":""1""}"
frame21.png,1452743,{},7,1,"{""name"":""rect"",""x"":703,""y"":376,""width"":73,""height"":73}","{""model"":""1""}"
frame21.png,1452743,{},7,2,"{""name"":""rect"",""x"":515,""y"":500,""width"":71,""height"":73}","{""model"":""1""}"
frame21.png,1452743,{},7,3,"{""name"":""rect"",""x"":606,""y"":486,""width"":79,""height"":78}","{""model"":""1""}"
frame21.png,1452743,{},7,4,"{""name"":""rect"",""x"":709,""y"":478,""width"":73,""height"":75}","{""model"":""1""}"
frame21.png,1452743,{},7,5,"{""name"":""rect"",""x"":618,""y"":592,""width"":80,""height"":73}","{""model"":""1""}"
frame21.png,1452743,{},7,6,"{""name"":""rect"",""x"":718,""y"":582,""width"":80,""height"":76}","{""model"":""1""}"
frame22.png,1357921,{},6,0,"{""name"":""rect"",""x"":604,""y"":186,""width"":90,""height"":89}","{""model"":""0""}"
frame22.png,1357921,{},6,1,"{""name"":""rect"",""x"":724,""y"":145,""width"":101,""height"":100}","{""model"":""0""}"
frame22.png,1357921,{},6,2,"{""name"":""rect"",""x"":519,""y"":338,""width"":81,""height"":85}","{""model"":""0""}"
frame22.png,1357921,{},6,3,"{""name"":""rect"",""x"":756,""y"":280,""width"":98,""height"":96}","{""model"":""0""}"
frame22.png,1357921,{},6,4,"{""name"":""rect"",""x"":549,""y"":460,""width"":82,""height"":88}","{""model"":""0""}"
frame22.png,1357921,{},6,5,"{""name"":""rect"",""x"":663,""y"":431,""width"":93,""height"":96}","{""model"":""0""}"
frame23.png,1390883,{},7,0,"{""name"":""rect"",""x"":432,""y"":110,""width"":85,""height"":89}","{""model"":""1""}"
frame23.png,1390883,{},7,1,"{""name"":""rect"",""x"":651,""y"":86,""width"":83,""height"":82}","{""model"":""1""}"
frame23.png,1390883,{},7,2,"{""name"":""rect"",""x"":449,""y"":220,""width"":79,""height"":78}","{""model"":""1""}"
frame23.png,1390883,{},7,3,"{""name"":""rect"",""x"":548,""y"":207,""width"":82,""height"":83}","{""model"":""1""}"
frame23.png,1390883,{},7,4,"{""name"":""rect"",""x"":655,""y"":194,""width"":86,""height"":81}","{""model"":""1""}"
frame23.png,1390883,{},7,5,"{""name"":""rect"",""x"":563,""y"":315,""width"":77,""height"":77}","{""model"":""1""}"
frame23.png,1390883,{},7,6,"{""name"":""rect"",""x"":667,""y"":302,""width"":80,""height"":77}","{""model"":""1""}"
frame24.png,1286551,{},6,0,"{""name"":""rect"",""x"":225,""y"":459,""width"":69,""height"":80}","{""model"":""0""}"
frame24.png,1286551,{},6,1,"{""name"":""rect"",""x"":217,""y"":346,""width"":69,""height"":80}","{""model"":""0""}"
frame24.png,1286551,{},6,2,"{""name"":""rect"",""x"":299,""y"":226,""width"":79,""height"":83}","{""model"":""0""}"
frame24.png,1286551,{},6,3,"{""name"":""rect"",""x"":405,""y"":218,""width"":78,""height"":85}","{""model"":""0""}"
frame24.png,1286551,{},6,4,"{""name"":""rect"",""x"":410,""y"":339,""width"":81,""height"":83}","{""model"":""0""}"
frame24.png,1286551,{},6,5,"{""name"":""rect"",""x"":319,""y"":456,""width"":70,""height"":83}","{""model"":""0""}"
frame25.png,1385351,{},7,0,"{""name"":""rect"",""x"":455,""y"":206,""width"":79,""height"":77}","{""model"":""1""}"
frame25.png,1385351,{},7,1,"{""name"":""rect"",""x"":672,""y"":181,""width"":86,""height"":76}","{""model"":""1""}"
frame25.png,1385351,{},7,2,"{""name"":""rect"",""x"":465,""y"":311,""width"":83,""height"":84}","{""model"":""1""}"
frame25.png,1385351,{},7,3,"{""name"":""rect"",""x"":564,""y"":298,""width"":92,""height"":85}","{""model"":""1""}"
frame25.png,1385351,{},7,4,"{""name"":""rect"",""x"":679,""y"":283,""width"":81,""height"":86}","{""model"":""1""}"
frame25.png,1385351,{},7,5,"{""name"":""rect"",""x"":579,""y"":407,""width"":85,""height"":83}","{""model"":""1""}"
frame25.png,1385351,{},7,6,"{""name"":""rect"",""x"":693,""y"":395,""width"":76,""height"":81}","{""model"":""1""}"
frame26.png,1315938,{},6,0,"{""name"":""rect"",""x"":881,""y"":172,""width"":102,""height"":105}","{""model"":""0""}"
frame26.png,1315938,{},6,1,"{""name"":""rect"",""x"":1027,""y"":162,""width"":119,""height"":106}","{""model"":""0""}"
frame26.png,1315938,{},6,2,"{""name"":""rect"",""x"":747,""y"":321,""width"":96,""height"":98}","{""model"":""0""}"
frame26.png,1315938,{},6,3,"{""name"":""rect"",""x"":1041,""y"":310,""width"":110,""height"":109}","{""model"":""0""}"
frame26.png,1315938,{},6,4,"{""name"":""rect"",""x"":755,""y"":463,""width"":96,""height"":92}","{""model"":""0""}"
frame26.png,1315938,{},6,5,"{""name"":""rect"",""x"":890,""y"":461,""width"":109,""height"":100}","{""model"":""0""}"
frame27.png,1430012,{},7,0,"{""name"":""rect"",""x"":93,""y"":350,""width"":88,""height"":87}","{""model"":""1""}"
frame27.png,1430012,{},7,1,"{""name"":""rect"",""x"":330,""y"":305,""width"":88,""height"":80}","{""model"":""1""}"
frame27.png,1430012,{},7,2,"{""name"":""rect"",""x"":116,""y"":464,""width"":85,""height"":86}","{""model"":""1""}"
frame27.png,1430012,{},7,3,"{""name"":""rect"",""x"":226,""y"":441,""width"":94,""height"":84}","{""model"":""1""}"
frame27.png,1430012,{},7,4,"{""name"":""rect"",""x"":346,""y"":417,""width"":90,""height"":79}","{""model"":""1""}"
frame27.png,1430012,{},7,5,"{""name"":""rect"",""x"":254,""y"":556,""width"":84,""height"":84}","{""model"":""1""}"
frame27.png,1430012,{},7,6,"{""name"":""rect"",""x"":368,""y"":531,""width"":84,""height"":85}","{""model"":""1""}"
frame28.png,1364938,{},6,0,"{""name"":""rect"",""x"":483,""y"":377,""width"":81,""height"":79}","{""model"":""0""}"
frame28.png,1364938,{},6,1,"{""name"":""rect"",""x"":620,""y"":310,""width"":84,""height"":76}","{""model"":""0""}"
frame28.png,1364938,{},6,2,"{""name"":""rect"",""x"":724,""y"":342,""width"":82,""height"":76}","{""model"":""0""}"
frame28.png,1364938,{},6,3,"{""name"":""rect"",""x"":451,""y"":487,""width"":84,""height"":75}","{""model"":""0""}"
frame28.png,1364938,{},6,4,"{""name"":""rect"",""x"":557,""y"":513,""width"":80,""height"":84}","{""model"":""0""}"
frame28.png,1364938,{},6,5,"{""name"":""rect"",""x"":689,""y"":449,""width"":85,""height"":76}","{""model"":""0""}"
frame29.png,1315023,{},7,0,"{""name"":""rect"",""x"":721,""y"":237,""width"":69,""height"":78}","{""model"":""1""}"
frame29.png,1315023,{},7,1,"{""name"":""rect"",""x"":930,""y"":187,""width"":91,""height"":83}","{""model"":""1""}"
frame29.png,1315023,{},7,2,"{""name"":""rect"",""x"":733,""y"":344,""width"":82,""height"":72}","{""model"":""1""}"
frame29.png,1315023,{},7,3,"{""name"":""rect"",""x"":833,""y"":320,""width"":89,""height"":86}","{""model"":""1""}"
frame29.png,1315023,{},7,4,"{""name"":""rect"",""x"":945,""y"":294,""width"":92,""height"":88}","{""model"":""1""}"
frame29.png,1315023,{},7,5,"{""name"":""rect"",""x"":854,""y"":427,""width"":88,""height"":81}","{""model"":""1""}"
frame29.png,1315023,{},7,6,"{""name"":""rect"",""x"":970,""y"":405,""width"":93,""height"":88}","{""model"":""1""}"
frame30.png,1284656,{},6,0,"{""name"":""rect"",""x"":779,""y"":229,""width"":98,""height"":83}","{""model"":""0""}"
frame30.png,1284656,{},6,1,"{""name"":""rect"",""x"":902,""y"":189,""width"":101,""height"":93}","{""model"":""0""}"
frame30.png,1284656,{},6,2,"{""name"":""rect"",""x"":688,""y"":379,""width"":96,""height"":87}","{""model"":""0""}"
frame30.png,1284656,{},6,3,"{""name"":""rect"",""x"":944,""y"":318,""width"":98,""height"":86}","{""model"":""0""}"
frame30.png,1284656,{},6,4,"{""name"":""rect"",""x"":727,""y"":502,""width"":94,""height"":94}","{""model"":""0""}"
frame30.png,1284656,{},6,5,"{""name"":""rect"",""x"":852,""y"":469,""width"":97,""height"":96}","{""model"":""0""}"
frame31.png,1238155,{},7,0,"{""name"":""rect"",""x"":771,""y"":433,""width"":74,""height"":72}","{""model"":""1""}"
frame31.png,1238155,{},7,1,"{""name"":""rect"",""x"":968,""y"":400,""width"":85,""height"":80}","{""model"":""1""}"
frame31.png,1238155,{},7,2,"{""name"":""rect"",""x"":783,""y"":527,""width"":76,""height"":78}","{""model"":""1""}"
frame31.png,1238155,{},7,3,"{""name"":""rect"",""x"":876,""y"":519,""width"":87,""height"":78}","{""model"":""1""}"
frame31.png,1238155,{},7,4,"{""name"":""rect"",""x"":981,""y"":504,""width"":93,""height"":81}","{""model"":""1""}"
frame31.png,1238155,{},7,5,"{""name"":""rect"",""x"":900,""y"":618,""width"":80,""height"":82}","{""model"":""1""}"
frame31.png,1238155,{},7,6,"{""name"":""rect"",""x"":1006,""y"":608,""width"":89,""height"":85}","{""model"":""1""}"
frame32.png,1257469,{},6,0,"{""name"":""rect"",""x"":527,""y"":340,""width"":87,""height"":82}","{""model"":""0""}"
frame32.png,1257469,{},6,1,"{""name"":""rect"",""x"":694,""y"":279,""width"":90,""height"":95}","{""model"":""0""}"
frame32.png,1257469,{},6,2,"{""name"":""rect"",""x"":801,""y"":335,""width"":95,""height"":94}","{""model"":""0""}"
frame32.png,1257469,{},6,3,"{""name"":""rect"",""x"":474,""y"":453,""width"":85,""height"":85}","{""model"":""0""}"
frame32.png,1257469,{},6,4,"{""name"":""rect"",""x"":583,""y"":507,""width"":86,""height"":91}","{""model"":""0""}"
frame32.png,1257469,{},6,5,"{""name"":""rect"",""x"":749,""y"":454,""width"":95,""height"":82}","{""model"":""0""}"
frame33.png,1285938,{},7,0,"{""name"":""rect"",""x"":656,""y"":52,""width"":83,""height"":90}","{""model"":""1""}"
frame33.png,1285938,{},7,1,"{""name"":""rect"",""x"":891,""y"":3,""width"":100,""height"":69}","{""model"":""1""}"
frame33.png,1285938,{},7,2,"{""name"":""rect"",""x"":675,""y"":173,""width"":88,""height"":81}","{""model"":""1""}"
frame33.png,1285938,{},7,3,"{""name"":""rect"",""x"":786,""y"":143,""width"":95,""height"":87}","{""model"":""1""}"
frame33.png,1285938,{},7,4,"{""name"":""rect"",""x"":910,""y"":106,""width"":103,""height"":94}","{""model"":""1""}"
frame33.png,1285938,{},7,5,"{""name"":""rect"",""x"":808,""y"":255,""width"":97,""height"":88}","{""model"":""1""}"
frame33.png,1285938,{},7,6,"{""name"":""rect"",""x"":935,""y"":226,""width"":102,""height"":94}","{""model"":""1""}"
frame34.png,1267020,{},6,0,"{""name"":""rect"",""x"":768,""y"":309,""width"":85,""height"":86}","{""model"":""0""}"
frame34.png,1267020,{},6,1,"{""name"":""rect"",""x"":940,""y"":258,""width"":98,""height"":92}","{""model"":""0""}"
frame34.png,1267020,{},6,2,"{""name"":""rect"",""x"":1058,""y"":324,""width"":103,""height"":93}","{""model"":""0""}"
frame34.png,1267020,{},6,3,"{""name"":""rect"",""x"":702,""y"":423,""width"":91,""height"":90}","{""model"":""0""}"
